Dates,Gold,Silver,,,,
26.05.25 07:15,3347.45,33.35825,,,,
26.05.25 07:20,3348.88,33.3617,,,,
26.05.25 07:25,3345.79,33.36345,,,,
26.05.25 07:30,3344.87,33.35315,,,,
26.05.25 07:35,3345.61,33.36975,,,,
26.05.25 07:40,3348.8,33.33245,,,,
26.05.25 07:45,3347.63,33.34365,,,,
26.05.25 07:50,3348.36,33.3265,,,,
26.05.25 07:55,3347.39,33.3167,,,,
26.05.25 08:00,3346.4,33.33245,,,,
26.05.25 08:05,3345.45,33.3305,,,,
26.05.25 08:10,3346.16,33.34175,,,,
26.05.25 08:15,3343.56,33.36405,,,,
26.05.25 08:20,3342.29,33.35275,,,,
26.05.25 08:25,3340.14,33.35725,,,,
26.05.25 08:30,3341.37,33.34675,,,,
26.05.25 08:35,3343.16,33.3379,,,,
26.05.25 08:40,3342.94,33.33095,,,,
26.05.25 08:45,3341.69,33.33255,,,,
26.05.25 08:50,3339.03,33.3218,,,,
26.05.25 08:55,3337.37,33.32575,,,,
26.05.25 09:00,3337.36,33.3333,,,,
26.05.25 09:05,3336.44,33.34605,,,,
26.05.25 09:10,3334.69,33.35475,,,,
26.05.25 09:15,3332.84,33.3673,,,,
26.05.25 09:20,3335.62,33.36175,,,,
26.05.25 09:25,3334.55,33.3612,,,,
26.05.25 09:30,3334.53,33.354,,,,
26.05.25 09:35,3334.08,33.36275,,,,
26.05.25 09:40,3334.17,33.3625,,,,
26.05.25 09:45,3335.1,33.37185,,,,
26.05.25 09:50,3336.17,33.37415,,,,
26.05.25 09:55,3337.45,33.3713,,,,
26.05.25 10:00,3338.25,33.3765,,,,
26.05.25 10:05,3336.34,33.3689,,,,
26.05.25 10:10,3334.43,33.3785,,,,
26.05.25 10:15,3336,33.3683,,,,
26.05.25 10:20,3334.57,33.3784,,,,
26.05.25 10:25,3336.55,33.3801,,,,
26.05.25 10:30,3336.32,33.3935,,,,
26.05.25 10:35,3333.83,33.424,,,,
26.05.25 10:40,3334.64,33.435,,,,
26.05.25 10:45,3334.35,33.45425,,,,
26.05.25 10:50,3333.84,33.4535,,,,
26.05.25 10:55,3334.48,33.454,,,,
26.05.25 11:00,3334.74,33.44675,,,,
26.05.25 11:05,3334.5,33.445,,,,
26.05.25 11:10,3334.04,33.444,,,,
26.05.25 11:15,3334.67,33.442,,,,
26.05.25 11:20,3332.47,33.44025,,,,
26.05.25 11:25,3327.36,33.4397,,,,
26.05.25 11:30,3327.95,33.44975,,,,
26.05.25 11:35,3329.49,33.4478,,,,
26.05.25 11:40,3328.82,33.4565,,,,
26.05.25 11:45,3327.1,33.4614,,,,
26.05.25 11:50,3329.24,33.458,,,,
26.05.25 11:55,3328.82,33.4645,,,,
26.05.25 12:00,3329.8,33.461,,,,
26.05.25 12:05,3332.24,33.4666,,,,
26.05.25 12:10,3332.16,33.46625,,,,
26.05.25 12:15,3332.86,33.4665,,,,
26.05.25 12:20,3333.14,33.46765,,,,
26.05.25 12:25,3331.33,33.4749,,,,
26.05.25 12:30,3331.14,33.478,,,,
26.05.25 12:35,3329.94,33.4963,,,,
26.05.25 12:40,3329.63,33.487,,,,
26.05.25 12:45,3330.41,33.4817,,,,
26.05.25 12:50,3330.8,33.4795,,,,
26.05.25 12:55,3331.64,33.4743,,,,
26.05.25 13:00,3332.72,33.49505,,,,
26.05.25 13:05,3331.94,33.48305,,,,
26.05.25 13:10,3331.64,33.4905,,,,
26.05.25 13:15,3331.34,33.49155,,,,
26.05.25 13:20,3331.57,33.48905,,,,
26.05.25 13:25,3331.66,33.4883,,,,
26.05.25 13:30,3330.34,33.4828,,,,
26.05.25 13:35,3330.46,33.4905,,,,
26.05.25 13:40,3330.84,33.49425,,,,
26.05.25 13:45,3331.74,33.48875,,,,
26.05.25 13:50,3333.12,33.49225,,,,
26.05.25 13:55,3333.5,33.4872,,,,
26.05.25 14:00,3333.64,33.4898,,,,
26.05.25 14:05,3334.99,33.4917,,,,
26.05.25 14:10,3334.14,33.48905,,,,
26.05.25 14:15,3333.21,33.49295,,,,
26.05.25 14:20,3328.31,33.48695,,,,
26.05.25 14:25,3326.97,33.4863,,,,
26.05.25 14:30,3329.34,33.48325,,,,
26.05.25 14:35,3331.87,33.4605,,,,
26.05.25 14:40,3334.13,33.46975,,,,
26.05.25 14:45,3332.5,33.45,,,,
26.05.25 14:50,3333.85,33.465,,,,
26.05.25 14:55,3334.66,33.4705,,,,
26.05.25 15:00,3334.56,33.473,,,,
26.05.25 15:05,3333.49,33.4655,,,,
26.05.25 15:10,3334.24,33.47405,,,,
26.05.25 15:15,3335.15,33.45525,,,,
26.05.25 15:20,3336.78,33.4595,,,,
26.05.25 15:25,3338.18,33.4505,,,,
26.05.25 15:30,3337.08,33.43825,,,,
26.05.25 15:35,3336.21,33.4415,,,,
26.05.25 15:40,3335.31,33.432,,,,
26.05.25 15:45,3336.81,33.4365,,,,
26.05.25 15:50,3338.53,33.4315,,,,
26.05.25 15:55,3338.66,33.43275,,,,
26.05.25 16:00,3340.02,33.434,,,,
26.05.25 16:05,3337.93,33.4305,,,,
26.05.25 16:10,3339.2,33.42675,,,,
26.05.25 16:15,3340.39,33.42625,,,,
26.05.25 16:20,3338.11,33.4155,,,,
26.05.25 16:25,3336.94,33.41825,,,,
26.05.25 16:30,3337.28,33.41975,,,,
26.05.25 16:35,3338.42,33.438,,,,
26.05.25 16:40,3338.59,33.44575,,,,
26.05.25 16:45,3337.3,33.4495,,,,
26.05.25 16:50,3336.81,33.4465,,,,
26.05.25 16:55,3337.46,33.438,,,,
26.05.25 17:00,3338.71,33.44215,,,,
26.05.25 17:05,3337.84,33.44835,,,,
26.05.25 17:10,3338.54,33.46335,,,,
26.05.25 17:15,3339,33.47825,,,,
26.05.25 17:20,3339.02,33.4854,,,,
26.05.25 17:25,3339.12,33.504,,,,
26.05.25 17:30,3339.02,33.45765,,,,
26.05.25 17:35,3338.54,33.4705,,,,
26.05.25 17:40,3338.41,33.42605,,,,
26.05.25 17:45,3338.19,33.4005,,,,
26.05.25 17:50,3338.87,33.41735,,,,
26.05.25 17:55,3338.05,33.38935,,,,
26.05.25 18:00,3339.25,33.394,,,,
26.05.25 18:05,3338.21,33.3761,,,,
26.05.25 18:10,3338.8,33.34675,,,,
26.05.25 18:15,3338.71,33.32575,,,,
26.05.25 18:20,3339.98,33.30555,,,,
26.05.25 18:25,3340.58,33.3224,,,,
26.05.25 18:30,3340.98,33.32525,,,,
26.05.25 18:35,3341.6,33.34975,,,,
26.05.25 18:40,3342.99,33.3546,,,,
26.05.25 18:45,3342.64,33.3775,,,,
26.05.25 18:50,3342.12,33.38515,,,,
26.05.25 18:55,3342.12,33.39835,,,,
26.05.25 19:00,3341.7,33.38695,,,,
26.05.25 19:05,3341.81,33.3985,,,,
26.05.25 19:10,3341.9,33.38695,,,,
26.05.25 19:15,3341.37,33.39205,,,,
26.05.25 19:20,3340.93,33.3907,,,,
26.05.25 19:25,3341.03,33.38855,,,,
26.05.25 19:30,3341.67,33.397,,,,
26.05.25 19:35,3341.53,33.3915,,,,
26.05.25 19:40,3341.29,33.38325,,,,
26.05.25 19:45,3341.45,33.3855,,,,
26.05.25 19:50,3341.33,33.36705,,,,
26.05.25 19:55,3341.34,33.3805,,,,
26.05.25 20:00,3341.67,33.36575,,,,
26.05.25 20:05,3341.58,33.36665,,,,
26.05.25 20:10,3341.57,33.3472,,,,
26.05.25 20:15,3341.8,33.34,,,,
26.05.25 20:20,3341.69,33.325,,,,
26.05.25 20:25,3342.33,33.32225,,,,
26.05.25 20:30,3342.59,33.32,,,,
26.05.25 20:35,3342.75,33.317,,,,
26.05.25 20:40,3342.63,33.3277,,,,
26.05.25 20:45,3343.03,33.33775,,,,
26.05.25 20:50,3342.98,33.3415,,,,
26.05.25 20:55,3342.91,33.35145,,,,
26.05.25 21:00,3342.84,33.3405,,,,
26.05.25 21:05,3343.02,33.3315,,,,
26.05.25 21:10,3343.2,33.3103,,,,
26.05.25 21:15,3342.72,33.29055,,,,
26.05.25 21:20,3342.75,33.28575,,,,
26.05.25 21:25,3343.78,33.267,,,,
26.05.25 21:30,3343.54,33.27655,,,,
26.05.25 21:35,3343.68,33.2351,,,,
26.05.25 21:40,3343.84,33.233,,,,
26.05.25 21:45,3343.56,33.2045,,,,
26.05.25 21:50,3344.06,33.2,,,,
26.05.25 21:55,3343.91,33.1954,,,,
26.05.25 22:00,3343.84,33.16445,,,,
27.05.25 00:00,3346.19,33.15095,,,,
27.05.25 00:05,3343.5,33.1398,,,,
27.05.25 00:10,3343.78,33.13375,,,,
27.05.25 00:15,3344.44,33.1742,,,,
27.05.25 00:20,3345.18,33.19075,,,,
27.05.25 00:25,3346.9,33.21375,,,,
27.05.25 00:30,3348.64,33.22955,,,,
27.05.25 00:35,3347.16,33.26735,,,,
27.05.25 00:40,3347.88,33.264,,,,
27.05.25 00:45,3347.76,33.3025,,,,
27.05.25 00:50,3347.54,33.29375,,,,
27.05.25 00:55,3347.66,33.278,,,,
27.05.25 01:00,3347.32,33.2579,,,,
27.05.25 01:05,3347.25,33.22075,,,,
27.05.25 01:10,3346.74,33.18645,,,,
27.05.25 01:15,3346.88,33.1471,,,,
27.05.25 01:20,3347.32,33.1401,,,,
27.05.25 01:25,3347.36,33.09525,,,,
27.05.25 01:30,3347.59,33.105,,,,
27.05.25 01:35,3347.54,33.1045,,,,
27.05.25 01:40,3346.78,33.0727,,,,
27.05.25 01:45,3346.43,33.11,,,,
27.05.25 01:50,3345.49,33.0609,,,,
27.05.25 01:55,3346.47,33.091,,,,
27.05.25 02:00,3345.42,33.076,,,,
27.05.25 02:05,3347.33,33.103,,,,
27.05.25 02:10,3349.58,33.09015,,,,
27.05.25 02:15,3346.42,33.07165,,,,
27.05.25 02:20,3344.53,33.0422,,,,
27.05.25 02:25,3344.64,33.0451,,,,
27.05.25 02:30,3346.58,33.0525,,,,
27.05.25 02:35,3343.81,33.0647,,,,
27.05.25 02:40,3345.29,33.0685,,,,
27.05.25 02:45,3344.51,33.053,,,,
27.05.25 02:50,3343.25,33.0405,,,,
27.05.25 02:55,3345.49,33.0198,,,,
27.05.25 03:00,3342.48,33.0295,,,,
27.05.25 03:05,3341.29,32.9862,,,,
27.05.25 03:10,3343.51,33.014,,,,
27.05.25 03:15,3340.69,33.009,,,,
27.05.25 03:20,3338.86,33.0354,,,,
27.05.25 03:25,3339.87,33.05175,,,,
27.05.25 03:30,3340.82,33.10675,,,,
27.05.25 03:35,3335.1,33.1085,,,,
27.05.25 03:40,3332.29,33.119,,,,
27.05.25 03:45,3332.89,33.10255,,,,
27.05.25 03:50,3333.95,33.0685,,,,
27.05.25 03:55,3336.17,33.04585,,,,
27.05.25 04:00,3336.43,33.04315,,,,
27.05.25 04:05,3338.12,33.0315,,,,
27.05.25 04:10,3339.7,33.03255,,,,
27.05.25 04:15,3340.78,33.039,,,,
27.05.25 04:20,3339.59,33.024,,,,
27.05.25 04:25,3341.54,33.0355,,,,
27.05.25 04:30,3341.16,33.0135,,,,
27.05.25 04:35,3341.47,33.0245,,,,
27.05.25 04:40,3341.52,33.02075,,,,
27.05.25 04:45,3341.99,33.037,,,,
27.05.25 04:50,3343.02,33.0235,,,,
27.05.25 04:55,3343.18,33.021,,,,
27.05.25 05:00,3343.91,33.0019,,,,
27.05.25 05:05,3342.71,32.97775,,,,
27.05.25 05:10,3344.19,32.9765,,,,
27.05.25 05:15,3346.22,32.95825,,,,
27.05.25 05:20,3346.47,32.92775,,,,
27.05.25 05:25,3346.81,32.964,,,,
27.05.25 05:30,3346.08,32.924,,,,
27.05.25 05:35,3345.05,32.9501,,,,
27.05.25 05:40,3344.31,32.92525,,,,
27.05.25 05:45,3342.69,32.91725,,,,
27.05.25 05:50,3341.99,32.8955,,,,
27.05.25 05:55,3341.18,32.9125,,,,
27.05.25 06:00,3340.68,32.897,,,,
27.05.25 06:05,3340.43,32.912,,,,
27.05.25 06:10,3340.8,32.906,,,,
27.05.25 06:15,3340.87,32.89975,,,,
27.05.25 06:20,3339.66,32.8865,,,,
27.05.25 06:25,3339.98,32.8808,,,,
27.05.25 06:30,3337.75,32.87775,,,,
27.05.25 06:35,3337.83,32.9154,,,,
27.05.25 06:40,3336.52,32.93165,,,,
27.05.25 06:45,3333.7,33.00125,,,,
27.05.25 06:50,3334.28,32.96225,,,,
27.05.25 06:55,3330.97,32.9717,,,,
27.05.25 07:00,3330.67,32.92525,,,,
27.05.25 07:05,3330.59,32.85375,,,,
27.05.25 07:10,3328.62,32.871,,,,
27.05.25 07:15,3328.5,32.8045,,,,
27.05.25 07:20,3327.71,32.8655,,,,
27.05.25 07:25,3326.78,32.9033,,,,
27.05.25 07:30,3326.6,32.96365,,,,
27.05.25 07:35,3324.4,33.03375,,,,
27.05.25 07:40,3324.52,33.0509,,,,
27.05.25 07:45,3322.44,33.0599,,,,
27.05.25 07:50,3324.83,33.0445,,,,
27.05.25 07:55,3323.74,33.0643,,,,
27.05.25 08:00,3323.68,33.0325,,,,
27.05.25 08:05,3325.15,33.07375,,,,
27.05.25 08:10,3324.14,33.04925,,,,
27.05.25 08:15,3324.23,33.054,,,,
27.05.25 08:20,3323.14,33.057,,,,
27.05.25 08:25,3320.19,33.0205,,,,
27.05.25 08:30,3319.43,33.04525,,,,
27.05.25 08:35,3317.24,33.05215,,,,
27.05.25 08:40,3316.47,33.0915,,,,
27.05.25 08:45,3313.36,33.10075,,,,
27.05.25 08:50,3307.49,33.1006,,,,
27.05.25 08:55,3308.64,33.0715,,,,
27.05.25 09:00,3306.45,33.05875,,,,
27.05.25 09:05,3306.89,33.0465,,,,
27.05.25 09:10,3308.49,33.058,,,,
27.05.25 09:15,3308.71,33.04225,,,,
27.05.25 09:20,3310.11,33.0535,,,,
27.05.25 09:25,3304.76,33.03525,,,,
27.05.25 09:30,3307.23,33.0695,,,,
27.05.25 09:35,3307.74,33.04875,,,,
27.05.25 09:40,3309.99,33.08175,,,,
27.05.25 09:45,3306.63,33.06345,,,,
27.05.25 09:50,3293.55,33.05975,,,,
27.05.25 09:55,3296.54,33.04725,,,,
27.05.25 10:00,3308.03,33.046,,,,
27.05.25 10:05,3307.85,33.026,,,,
27.05.25 10:10,3306.05,33.0465,,,,
27.05.25 10:15,3305.91,33.03625,,,,
27.05.25 10:20,3307.4,33.0809,,,,
27.05.25 10:25,3306.92,33.08075,,,,
27.05.25 10:30,3299.1,33.0995,,,,
27.05.25 10:35,3302.77,33.10805,,,,
27.05.25 10:40,3299.94,33.10205,,,,
27.05.25 10:45,3300.34,33.11625,,,,
27.05.25 10:50,3299.23,33.12275,,,,
27.05.25 10:55,3298.49,33.1325,,,,
27.05.25 11:00,3299.77,33.15,,,,
27.05.25 11:05,3308.91,33.141,,,,
27.05.25 11:10,3306.19,33.147,,,,
27.05.25 11:15,3304.97,33.1405,,,,
27.05.25 11:20,3304.22,33.1475,,,,
27.05.25 11:25,3301.33,33.15175,,,,
27.05.25 11:30,3296.74,33.16425,,,,
27.05.25 11:35,3295.34,33.163,,,,
27.05.25 11:40,3296.31,33.1765,,,,
27.05.25 11:45,3296.03,33.183,,,,
27.05.25 11:50,3297.84,33.2045,,,,
27.05.25 11:55,3296.22,33.1985,,,,
27.05.25 12:00,3298.42,33.20775,,,,
27.05.25 12:05,3298.5,33.2115,,,,
27.05.25 12:10,3296.97,33.20925,,,,
27.05.25 12:15,3295.4,33.2085,,,,
27.05.25 12:20,3298.72,33.2045,,,,
27.05.25 12:25,3294.54,33.20925,,,,
27.05.25 12:30,3294.34,33.21225,,,,
27.05.25 12:35,3296.33,33.22475,,,,
27.05.25 12:40,3296.17,33.223,,,,
27.05.25 12:45,3296.23,33.22275,,,,
27.05.25 12:50,3294.52,33.22825,,,,
27.05.25 12:55,3293.72,33.2305,,,,
27.05.25 13:00,3296.31,33.23775,,,,
27.05.25 13:05,3294.99,33.245,,,,
27.05.25 13:10,3293.62,33.2535,,,,
27.05.25 13:15,3290.85,33.25285,,,,
27.05.25 13:20,3290.86,33.248,,,,
27.05.25 13:25,3290.43,33.24925,,,,
27.05.25 13:30,3291.01,33.23475,,,,
27.05.25 13:35,3293.27,33.229,,,,
27.05.25 13:40,3291.88,33.22275,,,,
27.05.25 13:45,3292.54,33.218,,,,
27.05.25 13:50,3290.59,33.21515,,,,
27.05.25 13:55,3288.2,33.21975,,,,
27.05.25 14:00,3290.41,33.24125,,,,
27.05.25 14:05,3292.34,33.23575,,,,
27.05.25 14:10,3294.25,33.255,,,,
27.05.25 14:15,3295.79,33.25145,,,,
27.05.25 14:20,3296.67,33.248,,,,
27.05.25 14:25,3295.26,33.2485,,,,
27.05.25 14:30,3293.65,33.24425,,,,
27.05.25 14:35,3294.76,33.244,,,,
27.05.25 14:40,3294.89,33.2461,,,,
27.05.25 14:45,3295,33.2555,,,,
27.05.25 14:50,3293.68,33.25825,,,,
27.05.25 14:55,3294.74,33.2708,,,,
27.05.25 15:00,3297.88,33.266,,,,
27.05.25 15:05,3296.71,33.2715,,,,
27.05.25 15:10,3298.11,33.271,,,,
27.05.25 15:15,3297.32,33.26775,,,,
27.05.25 15:20,3295.98,33.26875,,,,
27.05.25 15:25,3295.87,33.2676,,,,
27.05.25 15:30,3303.68,33.263,,,,
27.05.25 15:35,3299.36,33.26265,,,,
27.05.25 15:40,3301.05,33.27145,,,,
27.05.25 15:45,3298.58,33.272,,,,
27.05.25 15:50,3296.28,33.2721,,,,
27.05.25 15:55,3295.03,33.2715,,,,
27.05.25 16:00,3290.33,33.27125,,,,
27.05.25 16:05,3295.39,33.26675,,,,
27.05.25 16:10,3298.04,33.27525,,,,
27.05.25 16:15,3296.02,33.26765,,,,
27.05.25 16:20,3296.87,33.27095,,,,
27.05.25 16:25,3296.43,33.27265,,,,
27.05.25 16:30,3297.43,33.27235,,,,
27.05.25 16:35,3298.46,33.27495,,,,
27.05.25 16:40,3298.67,33.2765,,,,
27.05.25 16:45,3300.81,33.27475,,,,
27.05.25 16:50,3300.15,33.2765,,,,
27.05.25 16:55,3299.99,33.2755,,,,
27.05.25 17:00,3300.62,33.27655,,,,
27.05.25 17:05,3301.81,33.2755,,,,
27.05.25 17:10,3297.98,33.28,,,,
27.05.25 17:15,3295.44,33.28445,,,,
27.05.25 17:20,3295.23,33.28065,,,,
27.05.25 17:25,3296.22,33.29155,,,,
27.05.25 17:30,3293.94,33.279,,,,
27.05.25 17:35,3290.83,33.28725,,,,
27.05.25 17:40,3291.65,33.28475,,,,
27.05.25 17:45,3294.28,33.285,,,,
27.05.25 17:50,3292.27,33.289,,,,
27.05.25 17:55,3293.74,33.2876,,,,
27.05.25 18:00,3294.79,33.29255,,,,
27.05.25 18:05,3294.45,33.2875,,,,
27.05.25 18:10,3295.61,33.28475,,,,
27.05.25 18:15,3296.13,33.277,,,,
27.05.25 18:20,3298.46,33.26715,,,,
27.05.25 18:25,3298.24,33.26205,,,,
27.05.25 18:30,3296.95,33.23965,,,,
27.05.25 18:35,3297.08,33.23775,,,,
27.05.25 18:40,3296.25,33.2284,,,,
27.05.25 18:45,3296.01,33.2535,,,,
27.05.25 18:50,3296.68,33.26,,,,
27.05.25 18:55,3297.8,33.28045,,,,
27.05.25 19:00,3297.2,33.27265,,,,
27.05.25 19:05,3297.96,33.2545,,,,
27.05.25 19:10,3299.56,33.2535,,,,
27.05.25 19:15,3300.87,33.24065,,,,
27.05.25 19:20,3302.04,33.24225,,,,
27.05.25 19:25,3302.08,33.2468,,,,
27.05.25 19:30,3301.29,33.2545,,,,
27.05.25 19:35,3302.54,33.2726,,,,
27.05.25 19:40,3303.67,33.2833,,,,
27.05.25 19:45,3303.32,33.29255,,,,
27.05.25 19:50,3302.43,33.3147,,,,
27.05.25 19:55,3301.3,33.2987,,,,
27.05.25 20:00,3302.06,33.31605,,,,
27.05.25 20:05,3301.97,33.31165,,,,
27.05.25 20:10,3302.34,33.3146,,,,
27.05.25 20:15,3300.37,33.30985,,,,
27.05.25 20:20,3300.01,33.325,,,,
27.05.25 20:25,3301.27,33.30445,,,,
27.05.25 20:30,3302.45,33.3305,,,,
27.05.25 20:35,3301.71,33.3142,,,,
27.05.25 20:40,3301.35,33.3194,,,,
27.05.25 20:45,3302.99,33.29175,,,,
27.05.25 20:50,3303.67,33.2715,,,,
27.05.25 20:55,3303.14,33.25,,,,
27.05.25 21:00,3304.27,33.24275,,,,
27.05.25 21:05,3304.24,33.26025,,,,
27.05.25 21:10,3304.41,33.25905,,,,
27.05.25 21:15,3304.44,33.27255,,,,
27.05.25 21:20,3304.5,33.28195,,,,
27.05.25 21:25,3304.98,33.28225,,,,
27.05.25 21:30,3305.43,33.2762,,,,
27.05.25 21:35,3307,33.2889,,,,
27.05.25 21:40,3307.28,33.27625,,,,
27.05.25 21:45,3306.93,33.27175,,,,
27.05.25 21:50,3306.38,33.26695,,,,
27.05.25 21:55,3304.65,33.26795,,,,
27.05.25 22:00,3304.14,33.25995,,,,
27.05.25 22:05,3303.53,33.276,,,,
27.05.25 22:10,3303.58,33.262,,,,
27.05.25 22:15,3304.02,33.26675,,,,
27.05.25 22:20,3305.03,33.25775,,,,
27.05.25 22:25,3303.84,33.2655,,,,
27.05.25 22:30,3304.44,33.26555,,,,
27.05.25 22:35,3304.83,33.282,,,,
27.05.25 22:40,3303.93,33.278,,,,
27.05.25 22:45,3303.24,33.291,,,,
27.05.25 22:50,3300.58,33.288,,,,
27.05.25 22:55,3300.87,33.27615,,,,
27.05.25 23:00,3300.97,33.27685,,,,
27.05.25 23:55,3300.84,33.28575,,,,
28.05.25 00:00,3304.08,33.28125,,,,
28.05.25 00:05,3304.02,33.29715,,,,
28.05.25 00:10,3303.68,33.29025,,,,
28.05.25 00:15,3303.83,33.255,,,,
28.05.25 00:20,3305.38,33.23165,,,,
28.05.25 00:25,3304.75,33.18,,,,
28.05.25 00:30,3304.11,33.1894,,,,
28.05.25 00:35,3305.11,33.1835,,,,
28.05.25 00:40,3304.44,33.2162,,,,
28.05.25 00:45,3305.35,33.23005,,,,
28.05.25 00:50,3304.06,33.231,,,,
28.05.25 00:55,3303.54,33.2193,,,,
28.05.25 01:00,3305.57,33.213,,,,
28.05.25 01:05,3305.11,33.206,,,,
28.05.25 01:10,3307.02,33.1951,,,,
28.05.25 01:15,3307.75,33.2293,,,,
28.05.25 01:20,3308.95,33.24125,,,,
28.05.25 01:25,3308.55,33.2796,,,,
28.05.25 01:30,3308.62,33.2961,,,,
28.05.25 01:35,3309.8,33.30525,,,,
28.05.25 01:40,3310.3,33.3051,,,,
28.05.25 01:45,3309.56,33.30525,,,,
28.05.25 01:50,3310.87,33.311,,,,
28.05.25 01:55,3309.51,33.3132,,,,
28.05.25 02:00,3310.77,33.3285,,,,
28.05.25 02:05,3311.56,33.3294,,,,
28.05.25 02:10,3311.53,33.3538,,,,
28.05.25 02:15,3311.38,33.34105,,,,
28.05.25 02:20,3311.92,33.3475,,,,
28.05.25 02:25,3312.12,33.362,,,,
28.05.25 02:30,3315.23,33.3575,,,,
28.05.25 02:35,3315.27,33.3475,,,,
28.05.25 02:40,3314.35,33.3625,,,,
28.05.25 02:45,3313.58,33.3335,,,,
28.05.25 02:50,3311.19,33.3437,,,,
28.05.25 02:55,3308.34,33.3385,,,,
28.05.25 03:00,3308.18,33.3359,,,,
28.05.25 03:05,3303.63,33.34675,,,,
28.05.25 03:10,3306.32,33.35425,,,,
28.05.25 03:15,3306.34,33.3635,,,,
28.05.25 03:20,3306.97,33.387,,,,
28.05.25 03:25,3307.73,33.368,,,,
28.05.25 03:30,3307.64,33.3835,,,,
28.05.25 03:35,3306.03,33.3635,,,,
28.05.25 03:40,3301.36,33.3625,,,,
28.05.25 03:45,3302.62,33.37,,,,
28.05.25 03:50,3302.37,33.38025,,,,
28.05.25 03:55,3301.61,33.394,,,,
28.05.25 04:00,3304.19,33.41,,,,
28.05.25 04:05,3306.02,33.41975,,,,
28.05.25 04:10,3306.52,33.4173,,,,
28.05.25 04:15,3307.16,33.423,,,,
28.05.25 04:20,3306.63,33.41375,,,,
28.05.25 04:25,3310.17,33.391,,,,
28.05.25 04:30,3309.07,33.38625,,,,
28.05.25 04:35,3308.06,33.37425,,,,
28.05.25 04:40,3305.69,33.36,,,,
28.05.25 04:45,3302.3,33.377,,,,
28.05.25 04:50,3302.91,33.365,,,,
28.05.25 04:55,3302.48,33.36125,,,,
28.05.25 05:00,3302.27,33.33175,,,,
28.05.25 05:05,3302.36,33.33075,,,,
28.05.25 05:10,3301.72,33.3,,,,
28.05.25 05:15,3297.77,33.28575,,,,
28.05.25 05:20,3296.25,33.286,,,,
28.05.25 05:25,3294.25,33.24,,,,
28.05.25 05:30,3293,33.2327,,,,
28.05.25 05:35,3296.5,33.2265,,,,
28.05.25 05:40,3298.15,33.22075,,,,
28.05.25 05:45,3296.68,33.2465,,,,
28.05.25 05:50,3296.9,33.232,,,,
28.05.25 05:55,3297.9,33.23775,,,,
28.05.25 06:00,3297.97,33.20625,,,,
28.05.25 06:05,3296.94,33.20425,,,,
28.05.25 06:10,3297.28,33.22585,,,,
28.05.25 06:15,3295.92,33.2215,,,,
28.05.25 06:20,3294.74,33.2435,,,,
28.05.25 06:25,3295.14,33.22475,,,,
28.05.25 06:30,3296.43,33.2165,,,,
28.05.25 06:35,3297.37,33.2015,,,,
28.05.25 06:40,3296.57,33.20985,,,,
28.05.25 06:45,3295.89,33.215,,,,
28.05.25 06:50,3297.67,33.228,,,,
28.05.25 06:55,3296.49,33.22175,,,,
28.05.25 07:00,3298.6,33.24675,,,,
28.05.25 07:05,3300.37,33.21925,,,,
28.05.25 07:10,3303.43,33.24325,,,,
28.05.25 07:15,3306.93,33.221,,,,
28.05.25 07:20,3306.22,33.21175,,,,
28.05.25 07:25,3308.33,33.18525,,,,
28.05.25 07:30,3305.85,33.18855,,,,
28.05.25 07:35,3306.14,33.15525,,,,
28.05.25 07:40,3309.34,33.16875,,,,
28.05.25 07:45,3306.37,33.18125,,,,
28.05.25 07:50,3307.55,33.1495,,,,
28.05.25 07:55,3307.31,33.17625,,,,
28.05.25 08:00,3304.36,33.1665,,,,
28.05.25 08:05,3300.17,33.16,,,,
28.05.25 08:10,3299.67,33.16375,,,,
28.05.25 08:15,3302.41,33.206,,,,
28.05.25 08:20,3303.33,33.16125,,,,
28.05.25 08:25,3304.24,33.19425,,,,
28.05.25 08:30,3304.03,33.17025,,,,
28.05.25 08:35,3304.84,33.1665,,,,
28.05.25 08:40,3306.94,33.156,,,,
28.05.25 08:45,3308.12,33.14575,,,,
28.05.25 08:50,3307.4,33.118,,,,
28.05.25 08:55,3308.6,33.10525,,,,
28.05.25 09:00,3307.77,33.0885,,,,
28.05.25 09:05,3309.83,33.0925,,,,
28.05.25 09:10,3313.19,33.099,,,,
28.05.25 09:15,3311.86,33.061,,,,
28.05.25 09:20,3311.01,33.08375,,,,
28.05.25 09:25,3310.73,33.0467,,,,
28.05.25 09:30,3311.83,33.05475,,,,
28.05.25 09:35,3311.79,33.0585,,,,
28.05.25 09:40,3317.6,33.03075,,,,
28.05.25 09:45,3319.61,33.0375,,,,
28.05.25 09:50,3320.75,33.01,,,,
28.05.25 09:55,3319.19,33.01275,,,,
28.05.25 10:00,3320.84,33.0108,,,,
28.05.25 10:05,3319.98,33.005,,,,
28.05.25 10:10,3323.72,33.0055,,,,
28.05.25 10:15,3321.61,33.012,,,,
28.05.25 10:20,3318.13,33.003,,,,
28.05.25 10:25,3318.54,33.02625,,,,
28.05.25 10:30,3318.04,33.0134,,,,
28.05.25 10:35,3317.45,33.01985,,,,
28.05.25 10:40,3317.52,33.021,,,,
28.05.25 10:45,3320.36,33.00475,,,,
28.05.25 10:50,3322.44,33.002,,,,
28.05.25 10:55,3321.72,32.99465,,,,
